,children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,family_status_factorize,total_income_categorical,total_income_categorical_factorize,purpose_factorize,dob_years_categorical,days_employed_categorical
210,2,31.248147224873676,55,начальное,3,вдовец / вдова,2,F,пенсионер,0,160635.12034694868,жильё,2,50-75%,2,0,75-100%,75-100%
211,0,0.05271903509580965,41,начальное,3,гражданский брак,1,F,сотрудник,0,36649.0784390092,автомобиль,1,0-25%,3,1,25-50%,0-25%
212,0,0.5354574456399045,48,высшее,0,Не женат / не замужем,4,M,госслужащий,0,239697.6161592209,автомобиль,4,75-100%,0,1,50-75%,75-100%
213,1,0.06422315161826128,38,высшее,0,гражданский брак,1,M,сотрудник,1,231389.8327944069,автомобиль,1,75-100%,0,1,25-50%,0-25%
214,2,0.12064650439570308,41,неоконченное высшее,2,женат / замужем,0,F,сотрудник,0,314546.9933727884,жильё,0,75-100%,0,0,25-50%,25-50%
215,0,0.007295009102889925,42,высшее,0,Не женат / не замужем,4,F,компаньон,0,260465.3944997188,жильё,4,75-100%,0,0,50-75%,0-25%
216,0,0.032523396745340716,22,высшее,0,гражданский брак,1,F,сотрудник,0,118757.77013512445,образование,1,25-50%,1,2,0-25%,0-25%
217,0,35.12054078903842,54,среднее,1,гражданский брак,1,F,пенсионер,0,269589.0051292617,жильё,1,75-100%,0,0,75-100%,75-100%
218,1,0.26708661063723876,34,среднее,1,женат / замужем,0,F,сотрудник,1,213214.0924519784,автомобиль,0,75-100%,0,1,25-50%,50-75%
219,0,0.05454551618057456,21,неоконченное высшее,2,гражданский брак,1,F,компаньон,0,86954.92246460478,жильё,1,0-25%,3,0,0-25%,0-25%
221,0,35.04768687882465,65,среднее,1,вдовец / вдова,2,F,пенсионер,0,178464.0801124702,автомобиль,2,50-75%,2,1,75-100%,75-100%
222,0,0.013291471919998084,32,высшее,0,женат / замужем,0,M,компаньон,0,188982.6725700104,жильё,0,50-75%,2,0,0-25%,0-25%
223,0,30.838297558924545,61,среднее,1,в разводе,3,F,пенсионер,0,110251.170412476,жильё,3,25-50%,1,0,75-100%,75-100%
224,2,0.0936026630566418,41,среднее,1,женат / замужем,0,F,компаньон,0,94587.13139055832,жильё,0,0-25%,3,0,25-50%,25-50%
225,0,0.03971975685072957,52,среднее,1,женат / замужем,0,F,сотрудник,0,153892.26560479988,жильё,0,50-75%,2,0,50-75%,0-25%
226,1,0.18875876037240996,30,среднее,1,женат / замужем,0,F,госслужащий,0,132754.36261306456,образование,0,25-50%,1,2,0-25%,25-50%
227,1,0.1450987800851627,64,высшее,0,гражданский брак,1,F,сотрудник,0,142424.64353092152,жильё,1,25-50%,1,0,75-100%,25-50%
228,0,30.976538291476675,60,среднее,1,Не женат / не замужем,4,F,пенсионер,0,190426.12751817648,жильё,4,50-75%,2,0,75-100%,75-100%
229,0,30.753226966552102,73,среднее,1,вдовец / вдова,2,F,пенсионер,0,136897.0083753175,автомобиль,2,25-50%,1,1,75-100%,75-100%
230,1,0.187142609680079,28,среднее,1,гражданский брак,1,M,компаньон,1,188585.6447572717,свадьба,1,50-75%,2,3,0-25%,25-50%
231,1,0.013167657883491876,41,среднее,1,женат / замужем,0,F,сотрудник,1,112090.59753315602,жильё,0,25-50%,1,0,25-50%,0-25%
232,0,0.3473796730005321,49,среднее,1,гражданский брак,1,F,сотрудник,0,74616.8762361815,свадьба,1,0-25%,3,3,50-75%,50-75%
233,1,0.13476689407014739,50,среднее,1,женат / замужем,0,F,сотрудник,0,143391.0714239233,автомобиль,0,25-50%,1,1,50-75%,25-50%
234,0,0.535645206150494,52,среднее,1,Не женат / не замужем,4,F,сотрудник,0,140447.6939909726,образование,4,25-50%,1,2,50-75%,75-100%
235,0,0.09423813735958056,50,среднее,1,женат / замужем,0,F,сотрудник,0,125165.9401116094,жильё,0,25-50%,1,0,50-75%,25-50%
236,0,36.14841392966638,59,среднее,1,женат / замужем,0,F,пенсионер,0,142956.54589458782,автомобиль,0,25-50%,1,1,75-100%,75-100%
237,2,0.2361098500611988,37,среднее,1,женат / замужем,0,M,сотрудник,0,202689.7570034978,жильё,0,50-75%,2,0,25-50%,50-75%
238,0,0.06466425417264482,44,среднее,1,гражданский брак,1,F,сотрудник,0,235437.4092191936,свадьба,1,75-100%,0,3,50-75%,0-25%
239,0,0.4810814415655757,43,среднее,1,женат / замужем,0,M,сотрудник,0,436688.7692746029,жильё,0,75-100%,0,0,50-75%,50-75%
240,0,0.45421383422600614,47,среднее,1,вдовец / вдова,2,F,компаньон,0,132797.24369500572,жильё,2,25-50%,1,0,50-75%,50-75%
243,0,0.04243234097047308,49,высшее,0,гражданский брак,1,M,компаньон,0,383743.1531675507,свадьба,1,75-100%,0,3,50-75%,0-25%
244,0,0.08032761185139882,48,среднее,1,гражданский брак,1,F,сотрудник,0,130945.6108646336,образование,1,25-50%,1,2,50-75%,0-25%
245,0,0.17655881219651964,50,среднее,1,в разводе,3,M,сотрудник,0,197169.81331307805,жильё,3,50-75%,2,0,50-75%,25-50%
246,1,0.14601554466030206,40,среднее,1,женат / замужем,0,F,компаньон,0,158350.07693986595,жильё,0,50-75%,2,0,25-50%,25-50%
248,0,0.28604390266625523,31,среднее,1,женат / замужем,0,M,сотрудник,0,259511.2005023471,жильё,0,75-100%,0,0,0-25%,50-75%
249,0,0.14757212913428944,29,высшее,0,женат / замужем,0,F,сотрудник,0,188190.33840575285,образование,0,50-75%,2,2,0-25%,25-50%
251,0,34.76058258719564,71,среднее,1,вдовец / вдова,2,F,пенсионер,0,138877.16323401802,жильё,2,25-50%,1,0,75-100%,75-100%
252,1,0.529108786459944,35,среднее,1,женат / замужем,0,F,компаньон,0,230040.1246407123,жильё,0,75-100%,0,0,25-50%,75-100%
253,0,32.68630468518755,63,среднее,1,вдовец / вдова,2,F,пенсионер,0,91947.7686715459,образование,2,0-25%,3,2,75-100%,75-100%
254,2,0.08589958484769165,44,высшее,0,женат / замужем,0,F,компаньон,0,327126.7382980421,жильё,0,75-100%,0,0,50-75%,25-50%
255,0,0.5820881621682003,45,среднее,1,женат / замужем,0,M,сотрудник,0,119879.15451388426,жильё,0,25-50%,1,0,50-75%,75-100%
256,0,0.1535766711393402,52,среднее,1,женат / замужем,0,F,сотрудник,0,82913.07958533696,образование,0,0-25%,3,2,50-75%,25-50%
257,0,0.07989525687874642,49,высшее,0,женат / замужем,0,M,сотрудник,0,204544.9473772695,жильё,0,75-100%,0,0,50-75%,0-25%
258,1,0.08493913877542261,47,среднее,1,гражданский брак,1,M,сотрудник,0,149082.6978115048,свадьба,1,50-75%,2,3,50-75%,25-50%
259,0,0.14717538837683755,29,высшее,0,гражданский брак,1,F,сотрудник,0,211975.5093212032,свадьба,1,75-100%,0,3,0-25%,25-50%
260,1,0.15617719944453956,29,среднее,1,гражданский брак,1,F,компаньон,0,286533.8601919884,жильё,1,75-100%,0,0,0-25%,25-50%
261,0,0.24278411712391576,51,среднее,1,женат / замужем,0,F,компаньон,0,143913.54889214569,жильё,0,25-50%,1,0,50-75%,50-75%
262,0,0.14774797765097927,44,среднее,1,женат / замужем,0,F,сотрудник,0,168586.38983165554,жильё,0,50-75%,2,0,50-75%,25-50%
263,0,35.03787956252212,52,среднее,1,женат / замужем,0,F,пенсионер,0,75225.8329878206,жильё,0,0-25%,3,0,50-75%,75-100%
265,2,0.26379467797264533,48,среднее,1,женат / замужем,0,M,компаньон,0,215985.44144559512,жильё,0,75-100%,0,0,50-75%,50-75%
266,0,30.152920977745048,59,среднее,1,женат / замужем,0,F,пенсионер,0,93391.58176538996,жильё,0,0-25%,3,0,75-100%,75-100%
267,0,30.47657453219175,68,высшее,0,женат / замужем,0,F,пенсионер,0,161112.5201914575,жильё,0,50-75%,2,0,75-100%,75-100%
268,2,0.2626026984387109,29,высшее,0,Не женат / не замужем,4,M,сотрудник,0,266641.9942621301,жильё,4,75-100%,0,0,0-25%,50-75%
269,2,0.013333393887017016,37,среднее,1,женат / замужем,0,F,сотрудник,1,80334.09573086095,автомобиль,0,0-25%,3,1,25-50%,0-25%
270,3,0.1710194690800315,21,среднее,1,женат / замужем,0,F,сотрудник,0,102166.4588936468,жильё,0,0-25%,3,0,0-25%,25-50%
271,0,31.829908687951683,66,среднее,1,вдовец / вдова,2,F,пенсионер,0,61441.44474867713,автомобиль,2,0-25%,3,1,75-100%,75-100%
272,0,0.5058414366228666,35,начальное,3,гражданский брак,1,M,сотрудник,1,123814.07946812904,образование,1,25-50%,1,2,25-50%,75-100%
273,0,36.238738272162486,57,среднее,1,Не женат / не замужем,4,F,пенсионер,0,90523.5355423185,образование,4,0-25%,3,2,75-100%,75-100%
274,2,0.1776599704178907,25,среднее,1,гражданский брак,1,M,компаньон,0,330328.4946763029,свадьба,1,75-100%,0,3,0-25%,25-50%
275,0,0.13527636008051613,44,среднее,1,женат / замужем,0,F,сотрудник,0,47871.33938374737,жильё,0,0-25%,3,0,50-75%,25-50%
276,0,0.7882730705345828,64,среднее,1,женат / замужем,0,F,сотрудник,0,160814.51199711685,жильё,0,50-75%,2,0,75-100%,75-100%
277,1,0.24894708433603951,46,среднее,1,гражданский брак,1,M,сотрудник,0,122263.2084960992,свадьба,1,25-50%,1,3,50-75%,50-75%
281,1,0.17467147745921335,44,среднее,1,женат / замужем,0,M,компаньон,0,207375.3648413696,жильё,0,75-100%,0,0,50-75%,25-50%
282,2,0.3667986464749012,33,среднее,1,женат / замужем,0,M,сотрудник,0,231068.86427388425,жильё,0,75-100%,0,0,25-50%,50-75%
283,0,35.135508313446756,56,среднее,1,вдовец / вдова,2,F,пенсионер,0,162416.13776348683,автомобиль,2,50-75%,2,1,75-100%,75-100%
284,0,0.8664911628948797,63,высшее,0,женат / замужем,0,F,сотрудник,0,103078.01739352528,автомобиль,0,25-50%,1,1,75-100%,75-100%
285,0,0.08015044920104418,50,среднее,1,женат / замужем,0,M,компаньон,1,81863.1143896799,образование,0,0-25%,3,2,50-75%,0-25%
286,0,0.8999793209161325,45,среднее,1,женат / замужем,0,F,сотрудник,0,104614.11552672985,автомобиль,0,25-50%,1,1,50-75%,75-100%
287,0,0.12628902496390274,47,среднее,1,женат / замужем,0,M,сотрудник,1,143042.6143061349,жильё,0,25-50%,1,0,50-75%,25-50%
288,0,0.11908290365100305,28,среднее,1,женат / замужем,0,F,сотрудник,0,86117.27068691894,жильё,0,0-25%,3,0,0-25%,25-50%
289,1,0.06490236677313643,44,среднее,1,женат / замужем,0,F,сотрудник,0,153439.59682458098,жильё,0,50-75%,2,0,50-75%,0-25%
290,0,0.09189406886610824,35,среднее,1,женат / замужем,0,M,компаньон,0,160483.24249017154,образование,0,50-75%,2,2,25-50%,25-50%
291,1,0.4034432500452515,46,среднее,1,гражданский брак,1,F,сотрудник,0,102816.34641219962,образование,1,0-25%,3,2,50-75%,50-75%
292,0,0.3356728702444467,56,среднее,1,женат / замужем,0,F,сотрудник,0,133383.55014196248,жильё,0,25-50%,1,0,75-100%,50-75%
293,0,32.9407421523006,65,среднее,1,женат / замужем,0,F,пенсионер,0,169009.30755037052,жильё,0,50-75%,2,0,75-100%,75-100%
294,4,0.2027748643685864,36,высшее,0,гражданский брак,1,F,сотрудник,0,335024.67260219104,свадьба,1,75-100%,0,3,25-50%,50-75%
295,0,0.08078044725352061,27,среднее,1,гражданский брак,1,F,компаньон,0,112633.04114621964,автомобиль,1,25-50%,1,1,0-25%,0-25%
296,0,0.06768285661027607,43,высшее,0,женат / замужем,0,F,сотрудник,0,203323.3699341789,жильё,0,50-75%,2,0,50-75%,0-25%
297,0,0.043083360379469214,45,среднее,1,женат / замужем,0,F,сотрудник,1,143383.36617576444,жильё,0,25-50%,1,0,50-75%,0-25%
298,1,0.09888574891646666,44,среднее,1,женат / замужем,0,F,компаньон,0,111147.24916081678,автомобиль,0,25-50%,1,1,50-75%,25-50%
299,0,0.13090244526279207,28,высшее,0,женат / замужем,0,F,сотрудник,0,235583.3316346708,жильё,0,75-100%,0,0,0-25%,25-50%
300,1,0.032803102726337824,33,среднее,1,гражданский брак,1,M,сотрудник,0,223001.62399356245,свадьба,1,75-100%,0,3,25-50%,0-25%
301,0,0.07749640787587417,53,среднее,1,женат / замужем,0,M,сотрудник,1,174396.10218061123,жильё,0,50-75%,2,0,75-100%,0-25%
302,2,0.02372028816257426,49,начальное,3,гражданский брак,1,F,сотрудник,0,194077.33155139207,жильё,1,50-75%,2,0,50-75%,0-25%
303,2,0.15385648064702215,25,среднее,1,Не женат / не замужем,4,F,госслужащий,0,63048.05403875315,образование,4,0-25%,3,2,0-25%,25-50%
304,0,33.52903628848711,66,среднее,1,женат / замужем,0,F,пенсионер,0,92974.01277941283,жильё,0,0-25%,3,0,75-100%,75-100%
305,2,0.6741024775198049,36,среднее,1,в разводе,3,F,сотрудник,1,45033.203066728005,жильё,3,0-25%,3,0,25-50%,75-100%
306,0,0.073197215116135,61,среднее,1,женат / замужем,0,F,компаньон,0,138248.76246547073,жильё,0,25-50%,1,0,75-100%,0-25%
307,0,0.02039857786343145,22,среднее,1,Не женат / не замужем,4,F,госслужащий,0,127677.94739927349,жильё,4,25-50%,1,0,0-25%,0-25%
308,0,0.08368253305715204,28,высшее,0,женат / замужем,0,M,госслужащий,0,261111.21312961425,жильё,0,75-100%,0,0,0-25%,0-25%
309,0,35.214889600029814,63,среднее,1,вдовец / вдова,2,F,пенсионер,0,102001.2556603538,жильё,2,0-25%,3,0,75-100%,75-100%
